barcode,ingredient_text
5010029207880,"Wholegrain Oats (96%), Sugar, Malted Barley Extract, Salt, Niacin, Riboflavin (B2), Thiamin (B1), Folic acid."
8000500269169,"LAIT écrémé en poudre 28%, sucre, huile de palme, farine de FROMENT 15,5%, cacao maigre en poudre 4%, émulsifiants: lécithines [SOJA]; sel, poudre à lever: carbonate acide de sodium; vanilline."
3178530410143,"Farine de blé 27%, sucre, huile de colza, œufs 14%, sirop de glucose, stabilisant: glycérol, pépites de chocolat 4% (sucre, pâte de cacao, beurre de cacao, cacao maigre en poudre, émulsifiant : lécithines (soja), arome naturel de vanille), pépites de chocolat au lait 2.7% (sucre, lait entier en poudre, beurre de cacao, pâte de cacao, lactose, émulsifiant : lécithines (soja), arôme naturel de vanille), lait frais demi-écrémé pasteurisé 2.4%, fécule, poudres à lever: carbonates et citrates de sodium (blé), sel, arôme. Traces éventuelles de : fruits à coque. Tenir au sec, à l'abri de la chaleur (max 25°C) et de la lumière. 070"
3284230011884,"Farine de BLÉ*/** 51%, ŒUFS entiers*/** 12.5%, LAIT frais écrémé pasteurisé* 8.4%, huile de tournesol*/** 8.4%, levain* (eau, farines de BLE*/** 3.3% et de SEIGLE*, levures), sucre de canne roux*, arôme naturel de vanille* (contient alcool*), GLUTEN DE BLÉ*, levure, sel, extrait de vanille*. Traces éventuelles de soja. *Ingrédients issus de l'Agriculture Biologique. **Ingrédients issus du commerce équitable français."
6111031005279,"Farine de Blé, Sucre, Huile Végétale Non-Harogénée (Palme), Emulsifiant (Lécithine de Soja), Carbonate de Calcium, Sel, Poudre à Lever (Bicarbonate de Sodium), Arome Naturel (Orange), Mélange de Vitamines et Minéraux (Riboflavine, Vitamine 89, Fer, Vitamine B3, Vitamine B1). CONTIENT BLÉ (GLUTEN), SOJA."
00938150,"Cocoa Butter, Dried Whole Milk, Cane Sugar, Cocoa Mass, Milk Fat, Vanilla Extract"
3178530407396,"farines de céréales (farine de blé tendre,  farine d'avoine ), pépites de chocolat 33% (sucre,  pâte de cacao,  lactose,  émulsifiant  : lécithine (soja ),  arôme naturel de vanille,  cacao maigre en poudre), beurre,  sucre,  oeufs frais,  poudre à lever ( carbonates de sodium et diphosphates ), fibres de blé,  arôme naturel,  sel, poudre de lait écrémé."
5410041010800,"Biscuit: Farine de blé, Sucre, Beurre concentré, Lait écrémé en poudre, Poudres à lever (carbonate d'ammonium, carbonate de sodium, pyrophosphate acide de sodium), Sel, Acide citrique. Enrobage au chocolat noir: Pâte de cacao, Beurre de cacao, Sucres (sucre, lactose), Lait écrémé en poudre, Beurre concentré, Lécithine de soja, Arôme artificiel. Contient: Blé, Lait, Soja. Peut contenir: Noix."
5060283760812,"Wholegrain corn (63%), rapeseed oil, demerara sugar, glazing agent (isomalt), sea salt"
5055958701054,"Oats (38%), Chicory Root Fibre, Vegetable Oils (Rapeseed, Palm), Sunflower Seeds, Golden Syrup, Fat-Reduced Cocoa Powder (3.6%), Liquid Sugar, Chocolate (2.5%) (Cocoa Mass, Sugar, Cocoa Butter, Fat-Reduced Cocoa Powder, Emulsifier: Soya Lecithin), Humectant: Glycerine, Linseed, Palm Fat, Modified Starch, Soya Flour, Demerara Sugar, Starch, Natural Vanilla Flavouring, Sea Salt, Emulsifier: Soya Lecithin, Citrus Fibre, Natural Flavouring, Stabiliser: Xanthan Gum, Molasses"
8412674005021,"Farine de blé, crème de chocolat 30%, sucre, graisse végétale (palme), cacao dégraissé en poudre 16%*, lactosérum en poudre, arôme, émulsifiant (lécithines (tournesol)), graisses végétales (oléine de palme, palme), sucre, sirop de glucose - fructose, poudres à lever (carbonate acide de sodium, carbonate acide d'ammonium), lactosérum en poudre, sel, émulsifiant (lécithines (tournesol)), arôme, antioxydant (disulfite de sodium)."
3175681257542,"Farine de blé* 68%, huile de tournesol oléique*, sucre de canne*, cranberries 5,3%, son de blé, poudres à lever (acide citrique, carbonates de sodium), arôme naturel de framboise, arôme naturel d'amande amère (issu d'amandons d'abricots). *Ingrédients issus de l'agriculture biologique."
3175681257535,"Farine complète de blé de meule 65,9%, Sucre de canne, huile de tournesol oléique, son de blé, sarrasin grillé 2,6%, sésame toasté 2,1%, graines de pavot bleu 1,4%, poudres à lever (acide citrique, carbonates de sodium), sel de mer"
3760091722508,"Pâte de cacaoº* de Madagascar 75%, sucre de canneº*, beurre de cacao°*
º issus de l'agriculture biologique
*issus du commerce équitable (100% du poids total)"
7622210988034,"Farine de _blé_ 73.4 %, sucre, _beurre_ 13.6%, _lait_ écrémé en poudre 1.3%, sel, poudre à lever (carbonate acide d'ammonium, carbonate acide de sodium), correcteur d'acidité (acide citrique), arôme."
5053990161966,"Dehydrated potatoes, vegetable oils (sunflower, palm, corn) in varying proportions, wheat flour, corn flour, rice flour, barbecue seasoning (sugar, lactose {milk}, salt, onion powder, flavour enhancers {monosodium glutamate, disodium 5'-ribonucleotides}, tomato powder, paprika powder, yeast extract, flavourings, smoke flavourings, carob powder, acidity regulator {sodium diacetate}, acids {malic acid, citric acid}, garlic powder, sunflower oil, corn starch, colour {paprika extract}, maltodextrin), maltodextrin, emulsifier (E471), salt, colour (annatto norbixin)"
6111259344501,"Sucre, Sirop de glucose, Cacahuètes (20%). Cacao en poudre, Prigine vegeta (Poudre de laiter, Poudre be de Graisses végétales (Palme, Palmiste), Beurre, Blanc d'œuf en poudre, Poudre levante (Bicarbonate de sodium E500), Humectant (Sorbitol), Emulsifiant d'origine végétale (lecithine de soja E322 Mone 471 polyricinoleate de polyglycérol E476), sel et Arôme (vanilline). Contient : Arachides, Lait, Œufs et Soja, peut contenir des traces des fruits à coque. Attention: la consommation de 40 grammnes effet laxatif. EN: Nougat coated with cocoa, milk chocolate flavor with caramel and roasted peanuts. Ingredients: Sugar, Glucose syrup, Peanuts (20%), Cocoa powder. Dairy powders (Whole mill teins), Vegetable fats (Palm, Palm kernel), Butter, Egg white powder, Raising powder (Sodium bicarbonate E500), Humectant (Sorbitol), Emulsifier of plant origin (soy lecithin E322, Mono and E471) polyglycerol polyricinoleate E476), salt and Flavor (vanillin). Contains: Peanuts, Milk, Eggs and Soy, may contain traces of nuts.Warning: consuming 40 grams of sorbitol per day can cause a laxative sabor chocolate ao leite com caramelo e amendoim torrado. Ingredientes: Açúcar, xarope de glicose, amendoim (20%), cacau em pó, laticínios em pó (leite em pó integral, leite em pó desnatado ma, palmiste), manteiga, cara de ovo em pó, fermento em pó (sodio). bicarbonato E500), Umectante (Sorbitol), Emulsificante de origem vegetal (lecitina de soja E322, Mono e diglicerideos de de poiglicerol E476), sal e sabor (vanilina). Contém: Amendoim, Leite, Ovos e Soja, pode conter vestigios de nozes. Atenção: consumir 40 gramas de sorbitol por dia pode causar efeito laxante NL coladesmaak met karamel en geroosterde pinda's. Ingrediënten: Suiker, Glucosestroop, Pinda's (20%), Cacaopoeder, Zuivelpoeders (Volle melkpoeder, Magere melkpoeder, Melkeiwitten), Plantor Eneder, Rijspoeder (Natrium bicarbonaat E500), bevochtigingsmiddel (sorbitol), emulgator van plantaardige oorsprong (sojalecithine E322, mono - en diglyceriden van vetzuren (6471), polyg if (vanilline). Bevat Pinda's, Melk, Eieren en Soja, kan sporen van noten bevatten. Waarschuwing: het consumeren van 40 gram sorbitol per dag kan een laxerend effect veroorzaken سوكر لاتة الحليب مع الكراميل والفول السوداني المكونات سكر، شراب الجلوكوز، فول سوداني (20%) مسحوق الكاكاو، مساحيق الحليب ( مسحوق الحليب كامل الدسم مسحوق الحليب منزوع الدسم، بروتينات الحليب) دهون نباتية التخيل نوقا المدربونات الصوديوم (2500) مرطب (سوربيتول)، مستحلبات من أصل نباتي (المسيئين الصويا 322 ، أحادي وثنائي جليسريدات من الأحماض الدهنية E471 ، متعدد جليسيرول متعدد ريسينوليات E476 ، ملح ونكهة ( فانيلين). يحتوي على الفول السوداني من الشواكه الجافة ، تحذير تناول 40 جراما من السوربيتول يوميا يمكن أن يسبب تأثيرا ملينا."
5000168198514,"Farine (39%)(farine de blé, calcium, fer, niacine, thiamine), chocolat au lait (30%) [sucre, beurre de cacao, masse de cacao, lait écrémé en poudre, lactosérum en poudre (lait), beurre pâtissier (lait), graisses végétales (karité, palme), émulsifiants (lécithine de soja, E476), arôme naturel), huile de palme, farine de blé complète (9%), sucre, sirop de glucose-fructose, poudre à lever (carbonate de sodium, acide malique, carbonates d'ammonium), sel."
5060482840766,"Gluten Free Oats (41%), Rice Syrup, Peanuts (15%), Coconut Oil, Coconut Sugar, Date Syrup, Peanut Butter (4%), Rapeseed Oil, Salt."
5060088700105,"Dates (38%), Peanuts (35%), Chicory fibre (10%), Peanut  flour (8%), Hazelnuts (5%), Fat-reduced cocoa powder (3%), Natural flavourings."
8000500037560,"milk chocolate 31,5 % (sugar, cocoa butter, cocoa mass, skimmed milk powder, concentrated butter, emulsifiers: lecithins [soya], vanillin), sugar, palm oil, wheat flour, ground hazelnuts 10,8%, skimmed milk powder, milk powder, dark chocolate (sugar, cocoa mass, cocoa butter, emulsifiers: lecithins [soya], vanillin), lean cocoa, emulsifiers: lecithins [soya], raising agents (sodium acid carbonate, ammonium acid carbonate), salt, vanillin,"
00130509,"British Wholegrain Wheat (95%), Malted Barley Extract, Sugar, Salt, Niacin, Iron, Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin), Folic Acid."
0039047011304,"Wheat flour (wheat flour, calcium carbonate, iron, niacin, thiamin), butter (milk) (34%), sugar, salt."
3497917000907,"Pommes de terre (France) (60,9%), huile de tournesol (31%) fromage du Jura fondu en poudre (5,3%) (élaboré exclusivement avec du Comté AOP), sel, petit lait en poudre, arôme naturel, dextrose, poivre"
6111259341517,"Farine de blé, sucre, Graisses végétales (palme , palmiste)cacao en poudre(2.5%), régulateur d'acidité (acide citrique (E330), acide tartrique (E334)), émulsifiant végétal (lécithine de soja (E322)),mono et diglycerides d’acide gras E472a , poudre à lever (bicarbonate d'ammonium E503ii et bicarbonate de sodium E500ii ), sel et arôme (vanilline)"
6111259346345,دقيق القمح ، رقائق و قطع الشكلاتة 20% (كتلة الكاكاو، سكر ،دكستروز ، مستحلب : ليسيثين الصويا)، سكر ، زيوت نباتية غير مهدرجة (النخيل) شراب السكر المحول ، مسحوق مصل الحليب ،مواد رافعة ( بيكربونات الصوديوم، بيروفوسفات حمض الصوديوم ،بيكربونات الأمونيوم )، ملح ، مستحلب (ليسيثين الصويا)، منكهات( فانيلين) . يحتوي على قمح (حبوب تحتوي على جلوتين) ، صويا و حليب . قد تحتوي على آثار من البيض و المكسرات
0061232202952,"Wholegrain _Oats_ (88%), Sustainable Palm Fruit Oil, Sea Salt, Raising Agent: Sodium Bicarbonate."
3336971805038,"flour of lentil (38%), maize flour, rice flour, sunflower oil, corn starch, potato starch, whey, salt, sugar, natural flavor, tomato, persil, onion, garlic, green pepper, cheese (mozzarella), basil"
0612322000202,"Wholegrain _Oats_ (68%), Currants (12%) (Currants, Sunflower Oil), Brown Sugar, Sustainable Palm Fruit Oil, Brown Flaxseeds (6%), Raising Agent: Sodium Bicarbonate, Sea Salt."
7622210834751,"MILK CHOCOLATE (47%). INGREDIENTS: SUGAR, COCOA BUTTER, SKIMMED MILK POWDER (FROM COW), COCOA MASS, WHEY POWDER (FROM MILK), MILK FAT, *EMULSIFIER (SOYA LECITHIN), HAZELNUT PASTE, *ARTIFICIAL VANILLIN FLAVOUR. MILK CHOCOLATE CONTAINS: COCOA SOLIDS 25% MINIMUM. VANILLA FLAVOURED FILLING (41%). INGREDIENTS: NON-HYDROGENATED VEGETABLE OIL (PALM FRUIT), SUGAR, WHEY PERMEATE (FROM MILK), FULL CREAM MILK POWDER (FROM COW), *EMULSIFIER (SOYA LECITHIN), *ARTIFICIAL VANILLIN FLAVOUR. COCOA BISCUIT PIECES (12%). INGREDIENTS: WHEAT FLOUR (GLUTEN), SUGAR, NON-HYDROGENATED VEGETABLE OIL (PALM FRUIT), FAT REDUCED COCOA POWDER, GLUCOSE SYRUP, *RAISING AGENTS (SODIUM BICARBONATE, AMMONIUM BICARBONATE), SALT, *EMULSIFIER (SOYA LECITHIN), *ARTIFICIAL VANILLIN FLAVOUR. *REFERS TO FOOD GRADE ADDITIVE. CONTAINS: MILK, HAZENUT, WHEAT (GLUTEN), SOYA. MAY CONTAIN: OTHER NUTS"
3270190127765,"Pasta de cacao*, azúcar*, manteca de cacao*, emulgente: lecitinas* (girasol), extracto de vainilla*."
5060088701447,"Dates (42%), Cashews (34%), Raisins (19%),  Cocoa (4%), natural flavouring."
3660140948258,"Farine de BLE 26,1%, OEUFS frais, sucre, huile de colza, chocolat 5,8% (sucre, pâte de cacao, beurre de cacao, émulsifiant : lécithines, arôme naturel de vanille), fibre de racine de chicorée, stabilisant : glycérol, jaune d'OEUF, gomme d'acacia (fibre soluble), poudres à lever : carbonates de sodium - citrates de sodium, cacao en poudre, sel, fibres de BLE, amidon de maïs, arôme."
6111265980229,"Nutabella المكونات : سكر، زيوت و دهون نباتية، مسحوق الكاكاو (AR) مسحوق مصل الحليب، مستحلب ليستين الصوجا ، ملح ، نكهات البندق والفانيلا (F) INGRÉDIENTS: Sucre, huiles et graisses végétales, cacao en poudre, lactosérum en poudre Emulsifiant : lécithine de soja, sel, arômes noisettes & vanille. (E) INGREDIENTS: Sugar, vegetable oils and fats, cocoa powder, whey powder Emulsifier : soy lecithin, salt, hazelnut aromas & vanilla. INGREDIENTES: Azúcar, aceites y grasas vegetales,cacao polvo, suero en polvo Emulsionante lecitina de soja, sal, aromas de avellanas & vainika VALEUR NUTRITIONELLE NUTRITIONAL VALUE 100g"
5060719920001,Cocoa solids 100%.
6111259341654,"Sucre, Farine de blé tendre, Huile & Graisse végétale (palme), Poudre de cacao (8.24%), Sirop de glucose, Poudre de perméat de Lait, Poudres a lever: (bicarbonate de sodium et bicarbonate d'ammonium), Amidon de maïs natif, Dextrose, Emulsifiant (lécithine de soja E322), Arôme vanilline"
20022471,"Cukr, kakaová hmota*, kakaové máslo*, emulgátor: slunečnicový lecitin; vanilkový extrakt. Obsah kakaové sušiny v čokoládě nejméně 52%. *Certifikováno Rainforest Alliance. ra.org. Může obsahovat stopy skořápkových plodů, sóji, arašídů, mléka a obilovin obsahujících lepek."
6111199000017,"Sugar, Gum base, glucose syrup, Peppermint flavor, Humectant: glycerin, Emulsifier: soya lecithin."
8410376017113,"Fourrage goût chocolat 42% (sucre, graisse végétale (palme et palmiste), cacao maigre en poudre 15%, amidon de _blé_, arôme, émulsifiant (lécithine de _soja_), arôme naturel), farine de _blé_, sucre, huile végétale (tournesol haut oléique), sirop de fructose, protéines de _lait_, poudre à lever (carbonate acide d'ammonium, carbonate acide de sodium), _lait_ écrémé en poudre, sel, émulsifiant (lécithine de _soja_), arôme, antioxydant (disulfite de sodium)"
6111259346352,
0061232202556,"Wholegrain Oats (59%), Dark Chocolate Chips (9%) (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier: Soya Lecithin, Natural Vanilla Flavouring), Sustainable Palm Fruit Oil, Brown Sugar, Dark Chocolate Powder (5%) (Sugar, Cocoa Mass, Fat Reduced Cocoa Powder), Partially Inverted Refiners Syrup, Dietary Fibre (Oligofructose), Barley Malt Syrup, Raising Agent: Sodium Bicarbonate, Sea Salt, Natural Cocoa Flavouring."
7622210995063,"Sucre, NOISETTES (24%), pâte de cacao, beurre de cacao, LAIT écrémé en poudre, lactosérum en poudre (de LAIT), BEURRE concentré, émulsifiant (lécithines de SOJA), arôme naturel de vanille, arôme."
5059697684616,"Cocoa Mass, Cocoa Butter, Sugar, Flavouring."
4014400901191,"sugar, cocoa butter, cocoa mass, whole  milk  powder, vegetable fats (palm, shea),  hazelnuts  (3,8%),  almonds  (3,4%), cream powder ( milk ), skimmed  milk  powder, lactose ( milk ),  buttermilk  powder, butterfat ( milk ), dextrose, fat reduced cocoa, fructose, emulsifier:  soya  lecithin, glucose syrup, invert sugar syrup, coffee, flavourings, salt,"
5410126806069,"Farine de blé, sucre, huiles Végétales (huile de palme, huile de colza), sirop de sucre candi, poudre lever (carbonate acide de sodium), farine de soja, sel, cannelle."
7622400006753,"Pâte de cacao, sucre, beurre de cacao, cacao maigre en poudre, beurre concentré, émulsifiant (lécithines de soja), arôme naturel de vanille, lait écrémé en poudre,"
4056489369134,"Farine de blé , sucre , huile de colza , 9,5 % pépites de chocolat (pâte de cacao*, sucre, beurre de cacao* émulsifiant : lécithines de soja) , 5,5% germe de blé, farine de maïs , magnésium , poudres à lever: tartrates de potassium, carbonates de sodium, carbonates d'ammonium, fibres d'avoine , arôme naturel , sel de mer , émulsifiant : lécithines de colza , amidon natif de blé , vitamines : E, B6, B9,"
7622210834713,
5060088700099,"Dates (39%), peanuts (30%), peanut butter (10%), peanut flour (10%), chicory fibre (10%), sea salt, natural flavouring."
3664346306621,"Pâte de cacao, édulcorant (maltitol), beurre de cacao, cacao maigre en poudre, arôme naturel, émulsifiant (lécithines de soja). Cacao : 70% minimum. Contient des traces de lait. Peut contenir céréales et fruits à coque. Une consommation excessive peut avoir des effets laxatifs."
8410076901026,"Cacahuètes grillées (39%), oligofructose, protéine isolée de soja, morceaux de chocolat (8%) (sucre, pâte de cacao, beurre de cacao, émulsifiant (lécithine de soja)), huiles et graisses végétales (palme, colza, tournesol en proportions variables), sucre, protéines de lait, fructose, sirop de glucose, beurre de cacahuètes (2%), cacao maigre en poudre, humectant (glycérol), amidon de tapioca, émulsifiants (lécithines (contient du soja), sel de cuisine, arômes naturels (contient du lait), maltodextrine, antioxydant (extrait riche en tocophérols),"
8410076600790,"whole grain rolled oats (59%), sugar, sunflower oil, honey (2%), salt, molasses, emulsifier: sunflower lecithin, raising agent: sodium bicarbonate"
6111259341272,"sugar, palm oil, cocoa powder, whey powder, wheat flour, lactose, skimmed milk powder, hazelnuts, emulsifier (soy lecithin), flavoring"
6111259344013,"Graisses végétales non hydrogénées (palme), sucre, farine de blé tendre, cacao en poudre (16%), lait écrémé en poudre, dextrose, pâte de noisette, sel, poudre levante (bicarbonate de sodium), émulsifiant végétale (lécithine de soja (E322)), amidon de maïs natif."
3041090061615,"Farine de _blé_ 47 %, sucre, huiles végétales (palme, colza en proportions variables), chocolat 10 % (cacao maigre en poudre, pâte de cacao, sucre), lactosérum en poudre (de _lait_), émulsifiants (lécithine de _soja_, lécithine de tournesol), sel, minéral (diphosphate ferrique)."
8410076481597,"whole corn kernels, high oleic sunflower oil, salt."
6111017046043,"Pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithine de soja.&quot;Peut contenir du lait&quot;."
20005726,"40% светли стафиди (светли стафиди, слънчо - гледово масло), 20% бланширани бадеми, 15% орехи, 10% лешници, 10% бразилски орехи, 5% кашу. Може да съдържа следи от други ядки, фъстъци."
8076809573252,"Biscuit: Farine de BLÉ 51,6%*, sucre, huile de tournesol, OEUFS, LAIT en poudre écrémé, LAIT entier pasteurisé, sel, poudres à lever (carbonate acide de sodium, tartrate monopotassique, carbonate acide d'ammonium), amidon de BLÉ, arôme. Fourrage aux NOISETTES et au cacao 28%*: sucre, graisses et huiles végétales (karité, tournesol), NOISETTES 7,1%*, cacao 2,6%*, LAIT en poudre écrémé, amidon de BLÉ, arôme. *% exprimé sur le produit fini. Peut contenir des traces d'autres FRUITS A COQUE, MOUTARDE et SOJA."
5000168001104,"Flour (_Wheat Flour_, Calcium, Iron, Niacin, Thiamin), Vegetable Oil (Palm), Salt. May also contain _Sesame Seeds_."
5410126716016,"wheat  flour, sugar, vegetable oils (palm, rapeseed), candy sugar syrup, raising agent (sodium hydrogen carbonate),  soya  flour, salt, cinnamon"
8000500227848,"Pâte à tartiner aux NOISETTES et au cacao 81,5% (sucre, huile de palme, NOISETTES 13%**, LAIT écrémé en poudre 8,7%**, cacao maigre 7,4%**, émulsifiants: lécithines [SOJA]; vanilline), farine de FROMENT 16%, levure de bière, extrait de malt d'ORGE, sel, LAIT écrémé en poudre, émulsifiants : lécithines [SOJA]; protéines de FROMENT, protéines de LAIT. **Correspond à 10,6% de noisettes, 7% de lait écrémé en poudre et 6% de cacao maigre dans le produit fini."
7622202025587,"TUC - Biscuits Saveur Creme-Cignon INGREDIENTS FARINE DE BLE HUILES VEGETALES NON-HYDROGENEES (OLEINE DE PALME, PALME), EXTRAIT MALT D'ORGE, SIROP DE GLUCOSE POUDRES A LEVER (CARBONATE D'AMMONIUM, BICARBONATEDE-SODIUM), ASSAISONNEMENT A LA CRÈME AIGRE ET À L'OIGNON SUCH SELL OIGNON EN POUDRE (0.4%) FARINE DE BLE CREMEAL EN POUDRE (0.2%), BABEURRE EN POUDRE, DEXTROSE, CORRECTEURS D'ACIDITE (E270, E330) EXHAUSTEURS DE G (E627, E631)], CEUFS, SEL, EMULSIFIANT (LECITHINE DE SO AGENT DE TRAITEMENT DE LA FARINE (DISULFITE DE SODIU CONTIENT CEUFS, LAIT BLE (GLUTEN), ORGE (GLUTEN SULFITES ET SOJA."
51000005,"Potatoes, Vegetable Oils (Sunflower, Rapeseed
in varying proportions), Cheese & Onion Seasoning [Dried
Onion, Sait, Dried Milk Whey, Lactose(from Milk, Sugar,
Flavouring (contains Milk, Cheese Powder (from Milk),
Dried Yeast, Acids (Citic Acid, Malic Acid), Whey Protein
(from Mik), Dried Garlic Colours (Annatto Bixin, Paprika
Extract), Antioxidants (Rosemary Extract, Ascorbic Acid
Tocopherol Rich Extract, Citric Acid)."
5410041005707,"orange marmalade 41% (glucose-fructose syrup, sugar, orange pulp 4,5%, concentrated orange juice 1,4% (equivalent orange juice 7,8%), concentrated orange pulp 0,6% (orange pulp equivalent 2,6%), gelling (pectins), acidifier (citric acid), acidifier (calcium citrate, sodium citrate), natural orange aroma, thickening (xanthan gum)), chocolate 24,9% (sugar, cocoa paste, cocoa butter, vegetable fats (illip, mango, sal, shea and palm in varying proportions) ,    aroma, emulsifier (soy lecithin), lactose and milk proteins), wheat flour, sugar, eggs, glucose-fructose syrup, rapeseed oil, upright powder (ammonium acid carbonate, disodium diphosphate, sodium acid carbonate), salt, emulsifier (soy lecithin),"
5000159535267,"Almonds, peanuts, dark chocolate coating (sugar, cocoa mass, cocoa butter, emulsifier (soya lecithin), natural flavouring), chicory root fibre, honey, glucose syrup, rice crisps (rice flour), cocoa mass, sea salt, emulsifier (soya lecithin). (May contain: other nuts, milk.)"
3046920021043,"Pâte de cacao, sucre, cacao maigre, beurre de cacao, émulsifiant (lécithine de soja), arôme naturel de vanille, Peut contenir du lait et des fruits à coque,"
3175681851863,"Farine de _blé_, sucre de canne roux, huile de colza, farine complète de _blé_, flocons de _soja_ 10,4%, pâte de figues 7%, germe de _blé_ 5,6%, amidon de _blé_, émulsifiant : lécithines de colza, magnésium, arôme naturel, poudres à lever (acide citrique, carbonates de sodium), vitamines (E, PP, B5, B6, B1, B9),
Fabriqué dans un atelier qui utilise des _fruits à coque_, du _lait_, du _sésame_ et du _lupin_,"
8410376047578,"Copos de avena 42,5 %, harina integral de trigo 18%, aceite vegetal (girasol alto oleico) 17,5%, azúcar, jarabe de glucosa y fructosa, preparado de frutas 1,5% (jarabe de fructosa y glucOsa, fruta (puré de manzana y zumo de naranja), jarabe de glucosa, humectante (glicerol), azúcar, fibra de trigo, gelificante (pectina), corrector de acidez (ácido citrico), aroma, colorante (curcumina), gasificantes (carbonato ácido de sodio y carbonato ácido de amonio), sal, aroma de naranja 0,1%,"
5057545916049,"Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Palm Oil, Salt, Raising Agent (Sodium Bicarbonate), Yeast."
6111243570169,jjhh
3175681280502,"Farines (blé 36,9%, blé complet 18,5%), sucre de canne roux, huile de colza, flocons de blé complet 11,8%, germe de blé 10,2%, jus concentré de citron, poudre à lever : carbonates de sodium."
3056440070896,"Farine de _blé_ 45,6 %, sucre, huile de palme, poudre de sucre candi 10 %, sirop de glucose-fructose, _œufs_, sirop de sucre candi, poudre à lever (carbonate acide de sodium), sirop de glucose, colorant (caramel ordinaire), cannelle en poudre 0,2 %, sel, arôme"
8000500359488,"en France par 0800 553 553 A/N,V,, Chaussée de la Hulpe/ Steenweg 187, Bruxelles/Brussel/Brüssel (EU), 0800 21042 - Westbroek 58, NL-4822 ZW Breda (EU), 00800 2104 2104 er au sec et à l'abri de la chaleur, mer de préférence avant le: 18°C 22°C it de warmte bewaren, Ten minste houdbaar tot: rocken aufbewahren,"
5900951311505,"Milk Chocolate (Sugar, Cocoa Butter, Chocolate, Skim Milk, Lactose, Milkfat, Soy Lecithin), Peanuts, Corn Syrup, Sugar, Palm Oil, Skim Milk, Lactose, Salt, Egg Whites, Artificial Flavor. PEANUTS, MILK, EGG AND SOY. TREE NUTS."
20815400,"cashews, cranberries, sugar, sunflower oil"
3017760819121,"Sirop de glucose-fructose, farine de _blé_, sucre, purée d'orange 5 %, jus d'orange à base de concentré 7,4% (jus d'orange concentré 1,4 %), huile de colza, jaunes d’_œufs_ en poudre, stabilisant (glycérol), poudre à lever (carbonates d'ammonium), correcteur d'acidité (acide citrique), gélifiant (pectines), arômes, conservateur (sorbate de potassium), colorant (norbixine (rocou)). Peut contenir _lait_, _sésame_ et _fruits à coque_."
5000159459228,"sugar, glucose syrup, wheat flour (17%), palm fat, cocoa butter, skimmed milk powder, cocoa mass, lactose, milk fat, whey powder (from milk), fat reduced cocoa, salt, emulsifier (soya lecithin), raising agent (e500), natural vanilla extract. may contain hazelnuts and almonds."
5000426171518,"Sucre, pâte de cacao, sirop de glucose, matières grasses végétales (palme, karité, palmiste), beurre de cacao, matière grasse de LAIT anhydre, émulsifiant (lécithines), stabilisant (invertase), huile essentielle de menthe poivrée, acidifiant (acide citrique). Peut contenir : ARACHIDES, FRUITS A COQUE (NOISETTES) et LAIT."
3175681290297,"Farine de blé 53,2%, édulcorant : maltitols, pépites de chocolat avec édulcorant 13,3% (pâte de cacao, édulcorant : maltitols, beurre de cacao', émulsifiant: lécithines), huile de colza, noisettes torréfiées 5%, fibres de blé, émulsifiant : lécithines, arômes naturels, poudres à lever (acide citrique, carbonates de sodium, carbonates d'ammonium), sel de mer."
6111031005194,"farine de blé, sucre, matière grasse de palme, cacao maigre en poudre, amidon, sirop de glucose-fructose, poudre à lever, bicarbonate de potassium, bicarbonate de sodium, bicarbonate d'ammonium, sel, émulsifiant, lécithine de soja, arôme artificiel"
3175681077324,"Farine de blé 53,7%, huile de colza, pépites de chocolat 9,9% (pâte de cacao, sucre, beurre de cacao, émulsifiant : lécithines de soja), sucre de canne roux, amandes torréfiées 6,6%, germe de blé 5,1%, sirop de glucose, fructose, arôme naturel, magnésium, farine de riz, émulsifiant : lécithines de colza, fibres d'avoine, farine d'avoine, poudres à lever (carbonates de sodium, acide citrique, carbonates d'ammonium), farine de seigle, calcium, farine de maïs, sel, protéines de lait, lactosérum en poudre, extrait de malt d'orge, amidon de blé, vitamines B6, D, E (lactose, protéines de lait)."
3175681116863,"Farine de blé 54%, édulcorant : maltitols d'origine végétale, huile de colza, amidon de blé, sésame toasté 5,7%, fibre de blé, sel de mer, poudres à lever (acide citrique, carbonates d'ammonium), émulsifiant : lécithines, arôme naturel."
3175681134935,"Farine de blé 57,7%, édulcorant : maltitols d'origine végétale, huile de colza, amidon de blé, fibres de blé, arôme naturel, arôme naturel de citron avec autres arômes naturels, émulsifiant: lécithines de colza, sel de mer, poudres à lever (acide citrique, carbonates d'ammonium)."
4008400163826,"milk chocolate 30% (sugar, cocoa butter, cocoa mass, skimmed milk powder , concentrated butter , emulsifier: lecithins ( soya ), vanillin), hazelnuts (28,5%), sugar, palm oil, wheat flour , whey powder , fat-reduced cocoa, emulsifier: lecithins ( soya ), raising agent sodium bicarbonate, salt, vanillin,"
